-18538.8	0.744748	0.813285
-20876.8	1.00808	0.967773
-22734.3	1.20875	1.05782
-22332	1.27228	1.08258
-20920	1.20865	1.03774
-19244.4	1.0874	0.964485
-17802.9	0.950446	0.91603
-16948.8	0.831863	0.899602
-16613.8	0.759941	0.899148
-16501.8	0.729273	0.901965
-16449.2	0.71845	0.90256
-16407.1	0.713756	0.900059
-16364.2	0.710027	0.895517
-16318.8	0.706065	0.890226
-16272	0.701866	0.88504
-16225	0.6976	0.880355
-16178.9	0.693378	0.876309
-16134.8	0.689251	0.872938
-16093.4	0.685251	0.870244
-16055.1	0.681402	0.868201
-16020.3	0.677726	0.86676
-15988.9	0.674241	0.86585
-15961	0.670961	0.865386
-15936.3	0.667895	0.865279
-15914.6	0.665047	0.865446
-15895.6	0.662418	0.865811
-15879.2	0.660005	0.866313
-15864.9	0.657801	0.8669
-15852.6	0.655797	0.867534
-15842	0.65398	0.868185
-15832.8	0.652338	0.868834
-15824.9	0.650856	0.869467
-15818	0.649522	0.870078
-15812.1	0.648321	0.87066
-15807	0.647242	0.871213
-15802.6	0.646271	0.871736
-15798.8	0.645399	0.872231
-15795.5	0.644614	0.872697
-15792.6	0.64391	0.873139
-15790.1	0.643276	0.873556
-15787.9	0.642706	0.873951
-15786	0.642194	0.874325
-15784.4	0.641733	0.87468
-15782.9	0.64132	0.875018
-15781.6	0.640948	0.87534
-15780.5	0.640614	0.875647
-15779.6	0.640314	0.87594
-15778.7	0.640046	0.876221
-15778	0.639805	0.876489
-15777.3	0.63959	0.876747
-15776.7	0.639399	0.876994
-15776.2	0.639228	0.877231
-15775.8	0.639076	0.87746
-15775.4	0.638942	0.877679
-15775.1	0.638823	0.877891
-15774.8	0.638719	0.878095
-15774.6	0.638628	0.878292
-15774.3	0.638549	0.878482
-15774.2	0.638481	0.878665
-15774	0.638423	0.878843
-15773.9	0.638374	0.879014
-15773.7	0.638334	0.87918
-15773.6	0.638301	0.87934
-15773.6	0.638275	0.879495
-15773.5	0.638255	0.879645
-15773.5	0.638241	0.87979
-15773.4	0.638232	0.879931
-15773.4	0.638228	0.880068
-15773.4	0.638229	0.8802
-15773.4	0.638233	0.880328
-15773.4	0.638241	0.880453
-15773.4	0.638252	0.880573
-15773.4	0.638266	0.88069
-15773.4	0.638282	0.880803
-15773.4	0.638301	0.880914
-15773.4	0.638323	0.88102
-15773.5	0.638346	0.881124
-15773.5	0.63837	0.881224
-15773.5	0.638397	0.881322
-15773.6	0.638424	0.881417
-15773.6	0.638453	0.881509
-15773.6	0.638483	0.881598
-15773.7	0.638513	0.881685
-15773.7	0.638545	0.881769
-15773.8	0.638577	0.881851
-15773.8	0.638609	0.88193
-15773.9	0.638642	0.882007
-15773.9	0.638676	0.882082
-15773.9	0.638709	0.882154
-15774	0.638743	0.882225
-15774	0.638777	0.882294
-15774.1	0.638811	0.88236
-15774.1	0.638845	0.882425
-15774.2	0.638878	0.882488
-15774.2	0.638912	0.882549
-15774.3	0.638946	0.882608
-15774.3	0.638979	0.882665
-15774.4	0.639012	0.882721
-15774.4	0.639045	0.882776
-15774.5	0.639078	0.882828
