0.000771716	-0.251934	0.0234235	0.0123505	0.0369436	0.0212002	0.0296232	0.0145509	0.00849975	0.0277859	0.0157419	0.00789514	0.0111105	0.0327757	0.00868448	0.00109494
0.0805342	0.0209725	-0.34919	0.0270135	0.0346167	0.0158385	0.0170214	0.0239553	0.0198546	0.00527448	0.0439689	0.00740675	0.0370569	0.0315563	0.0272046	0.0374497
0.554959	0.0201239	0.00889035	-0.287546	0.00212921	0.0159824	0.0125908	0.0285238	0.0512478	0.0187509	0.0392989	0.00194498	0.0764708	0.000969278	0.0067652	0.00385774
0.00259529	0.00221166	0.0291481	0.0192266	-0.227926	0.00375467	0.0203302	0.0141837	0.0167703	0.0382779	0.0116515	0.0200077	0.00397364	0.0254556	0.0105196	0.0124103
1.18695e-07	0.00523354	0.0222622	0.0209966	0.032432	-0.239571	0.0134527	0.000561488	0.000721887	0.030205	0.0150678	0.0375136	0.0130934	0.026091	0.0109262	0.0109446
0.00117612	0.0193224	0.029756	0.00680242	0.00473086	0.00331965	-0.192305	0.0161131	0.0112947	0.0433752	0.00266746	0.0131292	0.0187655	0.0118656	0.0051225	0.00600746
0.000730034	0.0223118	0.000751546	0.00291194	0.0296053	0.039824	0.00814605	-0.242878	0.0278424	0.0118403	0.00998284	0.020979	0.0164871	0.00218997	0.023728	0.0252773
0.353694	0.0110091	0.00295971	0.0259415	0.00957458	0.00434377	0.012326	0.00532761	-0.18093	0.00155736	0.0177345	0.00670287	0.0554328	0.0125731	0.00866141	0.0067639
0.000106301	0.0185944	0.00147205	0.0177957	0.0196853	0.00163861	0.0201555	0.00391171	0.00917678	-0.225809	0.0164519	0.033804	0.000429624	0.0191565	0.0300654	0.033468
3.68014e-06	0.0256216	0.00608327	0.0183127	0.00673899	0.043143	0.0347575	0.0162996	0.0143596	0.0264232	-0.306195	0.00784268	0.0232528	0.0422591	0.0169879	0.016891
0.000647777	0.0210575	0.0234995	0.0155236	0.0286742	0.00489967	0.0287162	0.020553	0.0115523	0.0268833	0.0163687	-0.253687	0.00515584	0.0122272	0.0278047	0.0107714
6.66173e-18	0.0141781	0.035088	0.0296974	0.0171023	0.0354362	0.0353599	0.000440918	0.0243011	0.0197745	0.0225422	0.0028981	-0.370269	0.00439363	0.0313282	0.0377594
0.000503758	0.00257546	0.0156878	0.010062	0.0245479	0.039463	0.0146049	0.0127919	0.00534256	0.033786	0.0235819	0.031926	0.0109059	-0.237389	0.0119438	0.00012322
0.00390831	0.0302474	0.021543	0.0045961	0.0132483	0.0232829	0.0186453	0.000311376	0.0226094	0.0297178	0.0102702	0.0186482	0.0203957	0.0289668	-0.268124	0.0256294
0.000370094	0.0170201	0.000510307	0.00734103	0.0353197	0.0313249	0.0226256	0.0173658	0.0224727	0.0027601	0.00441364	0.0175211	0.00273364	0.0260639	0.0334505	-0.240967
