5.39112	6.92331
12.3883	16.9561
18.0844	42.1575
5.75238	7.31972
1.21816	1.15276
19.671	16.4853
0.223857	0.262149
0.645937	1.21222
0.757839	0.923585
0.336345	0.259927
3.71057	6.44628
0.96678	1.40103
5.96171	13.3564
1.49189	2.13187
0.521452	0.726502
3.45908	3.63221
0.0960401	0.237752
12.804	50.4905
2.40504	3.66583
1.04087	1.35333
0.00454938	0.275072
3.05608	4.95302
2.42985	2.21761
0.344168	0.367194
2.00581	3.06667
0.993779	1.19976
1.22015	1.11127
1.14086	1.28036
7.26656	19.6884
9.5659	30.429
3.20315	5.54473
0.0175562	0.144682
2.23936	4.13867
4.29341	5.03509
1.86665	3.05334
3.97203	8.83679
0.0520655	0.0916264
0.0693005	0.292412
1.99066	3.58475
2.82006	7.00664
0.265118	0.323581
1.30445	3.49037
0.828012	1.06353
0.593459	1.53923
1.77653	3.24917
2.74213	3.42977
0.445302	0.658816
0.345347	0.388571
3.11764	6.72657
3.22228	3.79434
5.90935	3.88733
0.197027	0.342424
4.66971	9.85535
1.73993	2.73339
0.922112	0.954619
1.70297	5.02105
0.385376	0.576311
1.92829	3.9344
3.04109	8.93801
0.505931	0.983291
0.984016	0.796044
0.0622434	0.109624
0.60241	0.604392
1.14984	1.61676
0.035898	0.0783122
1.75667	3.16134
4.60799	6.24072
0.336119	0.204012
3.31664	4.12677
1.72591	2.30289
36.7112	53.3726
1.12834	1.0489
2.71565	3.63192
0.514213	0.615987
0.49912	0.993496
1.09944	0.858324
1.0814	1.47958
2.19664	5.67637
0.119839	0.224031
1.09594	1.02528
2.89177	5.43922
2.33226	5.68495
0.300116	0.194366
0.495072	1.58094
3.43702	7.35415
8.21403	13.5168
0.366718	0.925735
0.0916113	0.140809
8.91363	16.1915
50.4037	217.077
0.868258	2.18579
54.1984	202.168
0.211021	0.222218
0.347986	0.408023
0.660475	0.592634
0.220999	0.248124
4.91319	3.80709
0.896896	1.30028
1.5395	2.21699
2.79992	3.03661
2.93865	2.72118
0.569319	0.579324
0.936112	1.41506
1.04213	1.28867
0.485556	0.66577
2.22973	4.11928
1.17502	2.59591
3.13329	4.84327
0.224064	0.189559
68.7805	96.9491
1.72562	3.40678
0.602134	0.702181
0.971499	0.735382
0.499811	0.716979
0.25396	0.43795
3.39005	7.4965
11.5237	16.9567
0.0421458	0.0699456
0.749088	0.493465
4.53254	7.7656
2.28366	3.15869
5.96301	10.2036
0.0312301	0.110089
0.087824	0.128121
0.979669	1.86299
4.04456	6.08748
3.83454	7.71433
5.57554	12.1737
3.31041	3.43074
0.4354	0.972888
1.76554	1.41669
2.09688	2.36721
2.72011	4.78271
11.1544	19.759
2.18692	5.42371
0.104238	0.213533
0.210349	0.636006
0.765126	0.961841
0.152185	0.114588
0.120144	0.089953
0.573035	0.854385
1.69997	2.10897
4.49216	3.31648
5.72858	12.4942
1.53384	2.59045
1.35204	3.3178
6.89254	10.0085
57.6687	455.195
1.55407	6.71782
0.230017	0.147819
0.807535	1.28772
2.96651	6.84451
1.77966	2.71462
0.670957	0.875507
0.88978	1.0623
3.11902	2.75274
7.41493	21.3636
1.27991	2.74279
10.0047	28.2829
0.724466	1.80848
0.311399	0.37155
4.20151	3.05758
3.43336	7.0911
0.0214711	0.0274829
264.984	418.607
1.86337	3.27661
0.470689	0.280822
0.989089	1.73564
0.144247	0.148652
0.582401	0.83445
3.54307	7.17985
1.30071	2.12785
6.70025	13.8603
2.67747	5.10669
5.2218	5.61527
0.784774	1.3965
0.307758	0.245432
0.530836	0.597094
1.82352	2.55694
0.147552	0.118007
0.791552	0.950373
1.19151	1.13008
0.000344168	0.0020032
3.01286	6.99206
14.267	12.9839
0.389884	0.758908
152.866	1522.43
0.017282	0.0384018
8.13242	14.117
2.27868	2.86836
0.236482	0.169535
0.243575	0.45831
1.4883	1.73801
0.645266	1.9403
4.30506	9.68212
1.90882	2.2948
1.04152	1.3515
0.172875	0.155777
1.04263	1.39043
0.174796	0.320261
1.79378	2.98982
0.320148	0.728239
0.195718	0.322685
0.130324	0.117003
0.0319533	0.0747971
0.47788	0.32335
0.997828	1.42201
0.346607	0.555814
1.29049	2.12762
0.229034	0.354546
2.7658	5.70312
0.99742	1.53174
1.43375	1.57736
1.28954	1.43403
0.157609	0.423261
2.5496	3.00443
1.52273	1.78473
0.416569	0.643043
1.18614	1.26538
7.46732	12.623
0.668908	1.95891
0.75337	0.789626
1.2752	4.18587
2.16245	5.20658
0.300718	0.319635
0.751708	1.19151
4.04372	5.85583
0.933152	1.71072
1.7625	3.12512
0.947889	0.918617
2.16471	2.58643
0.526843	0.468258
0.267824	0.275296
1.46601	2.73924
1.29153	1.79399
0.379117	0.648214
1.13525	1.20782
0.613852	0.937483
2.27066	4.69825
0.464641	0.662654
4.80104	15.6405
1.42559	1.46909
4.49015	9.17351
0.391638	0.48386
0.324052	0.460415
3.90566	8.25871
0.231076	0.13554
2.26761	3.90492
2.02198	2.33498
0.0518463	0.226137
2.99465	4.35815
11.6639	13.5333
1.60805	2.07636
1.80246	2.65046
115.865	257.385
1.78115	2.83204
2.15259	3.73292
0.501298	0.657194
1.91265	1.8838
2.78973	2.5066
1.40651	2.42004
2.50837	6.82917
6.63958	8.48804
1.02239	1.20717
1.63231	1.89789
1.54057	4.16381
1.55702	1.58321
2.65506	3.37836
5.08085	10.9925
0.708529	0.365513
0.365074	0.420717
0.570825	1.00788
0.525499	0.283954
5.44939	19.1009
1.18245	1.83463
0.533817	0.710609
1.11341	1.76289
1.28168	0.827867
0.264817	0.650443
179.28	563.113
2.40891	3.27522
1.48103	2.00085
0.968447	2.71259
1.91014	2.67479
0.254674	0.388044
0.101375	0.0964294
0.530494	0.77762
0.859831	1.08003
0.0446208	0.0402292
0.638978	1.06106
0.903108	1.06717
1.57414	1.98407
1.06401	1.21031
1.25084	0.98488
0.219222	0.241909
1.08307	1.79603
59.3671	246.672
0.400125	0.453647
38.1764	46.496
0.181563	0.230626
1.52651	1.94456
0.82582	1.29691
1.01482	1.67567
1.94563	3.40897
3.5784	4.05846
6.56394	12.3449
0.905289	1.70799
0.292403	1.00092
5.79325	10.0783
1.03664	1.50481
0.692296	1.14041
0.866102	1.57743
0.6744	0.828805
3.42176	4.83815
0.880815	1.14271
4.96233	8.30191
0.0146831	0.0753822
2.14899	3.84157
6.82445	10.3489
1.72899	2.20153
0.838357	1.23842
9.12329	10.4034
4.10303	3.46337
25.5738	32.3276
0.291064	0.492575
1.79949	2.52327
1.84433	3.24808
0.136631	0.241618
1.80475	2.38343
5.7547	11.4281
0.425591	0.530426
2.08294	1.60144
5.89574	10.32
0.123716	0.121495
1.29461	1.91137
0.511275	0.641019
0.757937	1.30744
0.548385	0.6098
32.9582	71.6127
0.645782	0.988918
0.903283	1.78607
2.49347	4.20177
3.71033	7.63482
7.65048	8.53269
1.31559	1.62833
5.01057	5.95375
0.922628	1.35925
92.1381	210.116
0.10086	0.122934
16.7779	30.7328
5.76765	8.48885
5.56482	14.0355
0.74688	0.802115
1.78987	2.58083
1.06677	1.30547
4.94191	6.93565
3.31135	4.58175
4.58746	5.52112
1.60816	1.46169
0.66984	0.999598
9.87453	9.83601
3.19142	4.1306
4.63616	9.59433
0.149351	0.241797
0.582666	0.983847
0.22179	0.247839
1.32	3.08045
0.548785	0.746779
1.25964	2.1795
1.44214	1.93533
0.655262	0.929653
2.21885	4.29067
0.0547235	0.0677884
1.05749	0.890246
11.297	26.5722
0.886885	1.66496
0.381538	0.513053
2.33943	7.47504
0.990171	1.05807
3.08814	3.85358
0.411257	1.84557
4.23379	8.14186
0.580752	1.15466
0.239919	0.454614
1.01336	1.96696
0.935089	1.08269
0.66475	0.813622
0.329563	0.380791
200.984	1552.36
1.61499	1.22869
1.43242	1.61961
7.9619	11.6607
0.386061	0.79718
0.0306543	0.116108
0.238085	0.241597
2.10541	4.43479
5.74659	15.4927
3.5388	3.35016
2.36201	3.68741
1.27592	1.62457
1.18731	2.20952
4.52889	9.42319
0.0647838	0.0520469
1.91124	3.29605
1.223	1.58697
0.446594	0.345138
8.75272	7.37723
1.99584	2.55398
2.15006	3.33671
2.93253	7.57905
