0	-49.0885	2.24826	1.54441	2.50667	0.833095	1.16894	5.04493	6.05587	10.5873	0.701485	0.0309078	0.292071	3.97784	7.22361	6.87304	0	1
0	1.31688	-42.016	4.7345	0.247771	4.95995	5.32086	1.64895	5.39667	6.66008	0.606779	3.89144	0.00515425	3.57331	2.59043	1.06321	6.6e-05	0.999934
0	5.16115	2.70575	-44.4855	4.66377	5.19442	1.19111	2.76327	6.14368	3.85052	0.08249	4.04549	0.143713	3.39879	0.442918	4.69841	1e-06	0.999999
0	0.355753	4.20855	5.53275	-38.8953	5.98809	0.0698974	2.8999	4.37265	8.36781	0.227616	1.87326	0.306147	0.549167	2.10564	2.03811	0	1
0	2.58071	0.772252	0.561768	6.39341	-37.0128	5.29344	0.276641	3.14685	6.11041	0.074186	3.51896	0.994234	5.04864	0.90615	1.33518	0.002934	0.997066
0	6.11397	7.68122	7.82133	3.39282	2.74977	-57.0546	5.54668	5.36283	2.81312	1.0137	6.52943	0.19345	2.62712	3.73955	1.46956	0	1
0	7.09847	3.43311	2.83014	0.925239	1.30612	6.68478	-56.47	7.77072	1.8183	0.547586	3.23577	0.833774	7.64634	3.70352	8.63612	0	1
0	2.43405	3.46166	4.63008	6.9782	1.21353	1.64673	1.04784	-44.2309	5.85939	0.30488	5.80318	0.345447	3.56117	2.57044	4.3743	6e-06	0.999994
0	0.0101014	0.172509	2.64838	1.84595	0.701222	0.329473	0.318998	1.46167	-17.3083	0.0725809	1.53169	3.98576	3.1056	0.9514	0.172938	1	0
1	0.0844873	0.309199	0.195028	0.135446	0.0361225	0.220843	0.0328992	0.146754	0.0173205	-2.48213	0.0052963	0	0.477318	0.167007	0.570907	0.910319	0.08968
0	3.69913	6.50014	2.90142	3.5864	6.41013	4.34447	5.68936	4.12082	1.56502	0.362345	-47.6107	2.2245	1.82547	2.14008	2.24147	0.023465	0.976535
0	0	0	0	0	0	0	0	0	0	0	0	-1.03744	0	0	0	0.42553	0.57447
0	1.07162	0.548032	3.49346	8.9113	7.26119	2.55611	6.83412	4.22019	4.17949	1.16118	0.751256	0.073042	-46.4079	2.61612	2.73084	1e-06	0.999999
0	6.31896	4.33831	4.13692	5.31385	0.819432	6.41368	6.05843	0.583743	3.30647	0.450392	4.43464	0.320968	0.857701	-49.3521	5.99863	0	1
0	3.67827	4.6225	5.73781	0.304043	6.11431	2.26113	0.875524	4.27825	0.714443	0.378036	2.77299	0.0164193	0.201033	4.43329	-36.388	0.009541	0.990459
